Job titel,Company name,Address,Job type,Workplace,Job skills,Links
Deputy Head of Inclusion,Malvern College Egypt -,"Katameya, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · Education/Teaching · Management · Teaching,https://wuzzuf.net/jobs/p/wk3r8zsk8u98-deputy-head-of-inclusion-malvern-college-egypt-cairo-egypt
Agricultural Engineer,FAID ALNAAM   -,"Farafra, New Valley, Egypt",Full Time,On-site,Senior Management · 8 - 20 Yrs of Exp · Engineering - Construction/Civil/Architecture · Agricultural Engineering · Engineering · Agriculture,https://wuzzuf.net/jobs/p/jsdynepmfrn0-agricultural-engineer-faid-alnaam-new-valley-egypt
Officer - Revenue Assurance (AR Accountant),Almosafer -,"Mohandessin, Giza, Egypt",Full Time,On-site,Entry Level · 0 - 1 Yrs of Exp · Accounting/Finance · Administration · AR · Finance · Microsoft Office · Accounts Receivable · Accounts Reconciliation · Revenue Assurance (RA) · Revenue Assurance · Revenue Management,https://wuzzuf.net/jobs/p/av1sbvtpq0s0-officer-revenue-assurance-ar-accountant-almosafer-giza-egypt
Supply Chain Specialist,Confidential -,"New Capital, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 6 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement · Logistics · Procurement · Purchasing · Supply Chain · Supply,https://wuzzuf.net/jobs/p/l4bgplwsybzs-supply-chain-specialist-cairo-egypt
MEP Technical Office Engineer,Conserv -,"Cairo, Egypt",Full Time,On-site,Experienced · 6 - 7 Yrs of Exp · males_preferred · Engineering - Mechanical/Electrical · Project Management · MEP Coordination · Revit · AutoCAD · Communication · Problem Solving · Construction Site Management · Technical Drawing Interpretation · Mechanical Engineering,https://wuzzuf.net/jobs/p/5yeycuqqxhxb-mep-technical-office-engineer-conserv-cairo-egypt
Social Media Specialist,Foochia FZ LLC -,"Dubai, United Arab Emirates",Full Time,Remote,Experienced · 2 - 5 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Social Media Optimization · Marketing · Content Creation · Content Writing · SEO · Adobe Photoshop · YouTube,https://wuzzuf.net/jobs/p/ilgmdfuzwfvb-social-media-specialist-foochia-fz-llc-dubai-united-arab-emirates
Accounting Lead - Mivida USA -Based In Egypt,Tradeline International  -,"Cairo, Egypt",Full Time,Remote,Manager · 1 - 4 Yrs of Exp · Accounting/Finance · Accounting · Finance · Microsoft Office · Communication · Commerce · Financial Accounting · Payable Accounting,https://wuzzuf.net/jobs/p/5czmobo0m4mo-accounting-lead-mivida-usa-based-in-egypt-tradeline-international-cairo-egypt
Microbiologist,Dreem Mashreq Foods  -,"Bourj Alarab, Alexandria, Egypt",Full Time,On-site,Experienced · 2 - 4 Yrs of Exp · R&D/Science · Manufacturing/Production · Quality · Microbiology · Pharmacy · Quality Assurance · Food Science · Food Manufacturing · Food Safety Management · Manufacturing,https://wuzzuf.net/jobs/p/kd5vzhz0n9fw-microbiologist-dreem-mashreq-foods-alexandria-egypt
Factory Maintenance Manager,Confidential -,"Bourj Alarab, Alexandria, Egypt",Full Time,On-site,Manager · 10 - 15 Yrs of Exp · Installation/Maintenance/Repair · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering · Maintenance · Mechanical Engineering · Management · Hydraulics · Mechanical · Mechatronics,https://wuzzuf.net/jobs/p/znitki9dtxqb-factory-maintenance-manager-alexandria-egypt
Export Sales Manager (Steel & Metal Products),Confidential -,"Qalubia, Egypt",Full Time,On-site,Manager · 7 - 10 Yrs of Exp · males_only · Sales/Retail · Sales · Steel · Sales Target · Export · Export Sales · International Business Development · Salesforce · Target,https://wuzzuf.net/jobs/p/6rmylf8rgt9n-export-sales-manager-steel-metal-products-qalubia-egypt
Application support,EPP  -,"Port Said, Egypt",Full Time,On-site,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Application Support · Computer Science · Information Technology (IT) · Customer Support · Technical Support,https://wuzzuf.net/jobs/p/c8wsnvt0wnzf-application-support-epp-port-said-egypt
Cost Control Engineer,EMS Solutions -,"Sheikh Zayed, Giza, Egypt",Full Time,Hybrid,Experienced · 2 - 4 Yrs of Exp · Quality · Engineering - Mechanical/Electrical · Construction · Cost Control · Engineering · Civil Engineering · Computer Science · Management · Communication · Primavera,https://wuzzuf.net/jobs/p/dswbh3pfavee-cost-control-engineer-ems-solutions-giza-egypt
AI Specialist / AI Engineer,tech technology  -,"Cairo, Egypt",Full Time,Remote,Senior Management · 3 - 10 Yrs of Exp · Installation/Maintenance/Repair · Analyst/Research · Engineering - Telecom/Technology · AI · Computer Science · Engineering · Information Technology (IT),https://wuzzuf.net/jobs/p/etepim3qc4q5-ai-specialist-ai-engineer-tech-technology-cairo-egypt
Electrical Testing Engineer,Elsewedy Electric -,"10th of Ramadan City, Cairo, Egypt",Full Time,On-site,Entry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · Quality · Engineering - Mechanical/Electrical · Electrical Engineering · Electrical Testing · Testing · Commissioning · Troubleshooting · Quality Control · Communication,https://wuzzuf.net/jobs/p/okkghisxalfp-electrical-testing-engineer-elsewedy-electric-cairo-egypt
SEO Website Copywriter,Nile University -,"Sheikh Zayed, Giza, Egypt",Full Time,On-site,Experienced · 2 - 4 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Marketing · SEO · Social Media · Writing,https://wuzzuf.net/jobs/p/rsjyh4sgjsv5-seo-website-copywriter-nile-university-giza-egypt
Marketing Executive,GCT for Gold investment -,"Nozha, Cairo, Egypt",Full Time,On-site,Entry Level · 1 - 3 Yrs of Exp · Marketing/PR/Advertising · Marketing · Social Media · Marketing Campaigns · Marketing Research · E-Marketing · Business Administration · Advertising · Communication · Digital Marketing,https://wuzzuf.net/jobs/p/tqpby8iggrkt-marketing-executive-gct-for-gold-investment-cairo-egypt
Cost Accountant,Stone Corp.  -,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · Accounting/Finance · Accounting · Cost Accounting · Finance · Manufacturing · Production,https://wuzzuf.net/jobs/p/gfj7p4g7dcf7-cost-accountant-stone-corp-cairo-egypt
Merchandising Manager,Investment Company For Dairy Products  -,"Maadi, Cairo, Egypt",Full Time,On-site,Manager · 5 - 7 Yrs of Exp · Operations/Management · Marketing/PR/Advertising · Sales/Retail · Merchandising · Marketing · Management,https://wuzzuf.net/jobs/p/ovju6ujmtk8x-merchandising-manager-investment-company-for-dairy-products-cairo-egypt
Production Engineer,Kgroup -,"Obour City, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 5 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering · Manufacturing · Mechanical Engineering · Production,https://wuzzuf.net/jobs/p/wi3vtf7gifqk-production-engineer-kgroup-cairo-egypt
Warehouse - Assistant Store keeper,Confidential -,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced · 2 - 5 Yrs of Exp · males_only · Administration · Logistics/Supply Chain · Purchasing/Procurement · Storekeeping · storekeeper · Warehousing · Supply Chain · Logistics · SAP · MS Office,https://wuzzuf.net/jobs/p/vvu9ejxog90a-warehouse-assistant-store-keeper-cairo-egypt
Warehouse - Storekeeper,Confidential -,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced · 2 - 5 Yrs of Exp · males_only · Administration · Logistics/Supply Chain · Storekeeping · storekeeper · Warehousing · Supply Chain · Logistics · SAP · Communication · MS Office,https://wuzzuf.net/jobs/p/0ycjival2iak-warehouse-storekeeper-cairo-egypt
Healthcare Quality Operation.,El rehab medical center   -,"Rehab City, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · Medical/Healthcare · Quality · Quality Assurance · Medical · Quality Control · Management · Microsoft Office · Pharmacy · Quality Management · Safety,https://wuzzuf.net/jobs/p/ru8yk3mkbckz-healthcare-quality-operation-el-rehab-medical-center-cairo-egypt
Maintenance Manager,Confidential -,"10th of Ramadan City, Cairo, Egypt",Full Time,On-site,Manager · 10 - 15 Yrs of Exp · Installation/Maintenance/Repair · Operations/Management · Engineering - Mechanical/Electrical · Hydraulic · Maintenance · Manufacturing · Mechanical · Mechatronics · Mechanical Engineering · Engineering,https://wuzzuf.net/jobs/p/vnmumd4nzenc-maintenance-manager-cairo-egypt
Production Engineer,Perfecto Polymers -,"Badr City, Cairo, Egypt",Full Time,On-site,Entry Level · 1 - 2 Yrs of Exp · males_only · Manufacturing/Production · Communication · Engineering · Manufacturing · Mechanical Engineering · Production · Odoo ERP · Process Optimization · Quality Control · Problem-solving,https://wuzzuf.net/jobs/p/cmd0buxbpzuo-production-engineer-perfecto-polymers-cairo-egypt
Strategy & Performance Manager,Confidential -,"Nasr City, Cairo, Egypt",Full Time,On-site,Manager · 5 - 10 Yrs of Exp · Business Development · IT/Software Development · Manufacturing/Production · Performance Management · Strategy,https://wuzzuf.net/jobs/p/khuqvmvwjdle-strategy-performance-manager-cairo-egypt
Human Resources Generalist,MENA For Contracting & Trading -,"San Stefano, Alexandria, Egypt",Full Time,On-site,Experienced · 3 - 5 Yrs of Exp · females_only · Human Resources · Human Resources (HR) · Human Resource Management · Human Resources · Personnel · Recruitment · Microsoft Office · Payroll · Business Administration · Egyptian labor law,https://wuzzuf.net/jobs/p/r2qrtx8m4zfu-human-resources-generalist-mena-for-contracting-trading-alexandria-egypt
Assistant Global Managing Partner,CSI -,"Heliopolis, Cairo, Egypt",Full Time,On-site,Experienced · 5+ Yrs of Exp · Administration · Administration · Office management · Design · English,https://wuzzuf.net/jobs/p/k8ihek5tmnvf-assistant-global-managing-partner-csi-cairo-egypt
Accountant,IKK GROUP (KCG -ABUILD) -,"Cairo, Egypt",Full Time,On-site,Experienced · 2 - 5 Yrs of Exp · Accounting/Finance · Microsoft Office · ERP System · Microsoft Dynamics · mathematical skills · International Financial Reporting Standards · Construction Field,https://wuzzuf.net/jobs/p/jyso7q3qzzlt-accountant-ikk-group-kcg-abuild-cairo-egypt
Budgeting Manager,Imkan Misr -,"New Cairo, Cairo, Egypt",Full Time,On-site,Manager · 12+ Yrs of Exp · Accounting/Finance · Budgeting · Finance · Financial Management · Accounting · CFA · Computer Skills · Commerce,https://wuzzuf.net/jobs/p/uftulzvq9ncp-budgeting-manager-imkan-misr-cairo-egypt
Frozen Food Export Manager,IBIC Group -,"New Cairo, Cairo, Egypt",Full Time,On-site,Manager · 5 - 10 Yrs of Exp · Business Development · Marketing/PR/Advertising · Sales/Retail · Export · Logistics · Sales,https://wuzzuf.net/jobs/p/rlvuypq8qzrv-frozen-food-export-manager-ibic-group-cairo-egypt
Digital Marketing Expert,RISEUP (Endemag for Administrative Skills Development) -,"Giza, Egypt",Freelance / Project,Remote,Manager · 5 - 10 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital Marketing · Social Media · E-Marketing · Content Strategy · SEO · SEM · Google Analytics · Campaign Management,https://wuzzuf.net/jobs/p/oxxuj91uawm3-digital-marketing-expert-riseup-endemag-for-administrative-skills-development-giza-egypt
Video Script & Social Media Content Creator,Nile University -,"Sheikh Zayed, Giza, Egypt",Full Time,On-site,Entry Level · 0 - 2 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Social Media · Writing · Content Creation · Copywriting · Digital Marketing · Graphic Design,https://wuzzuf.net/jobs/p/af8ccwpsbi6b-video-script-social-media-content-creator-nile-university-giza-egypt
IT Budgeting & Procurement Specialist,National technology group -,"6th of October, Giza, Egypt",Full Time,Hybrid,Experienced · 2 - 3 Yrs of Exp · IT/Software Development · Purchasing/Procurement · Budgeting · Information Technology (IT) · Procurement · Purchasing · Supply Chain,https://wuzzuf.net/jobs/p/7klazekdvcfi-it-budgeting-procurement-specialist-national-technology-group-giza-egypt
Senior Infrastructure Engineer,Nile Air -,"Heliopolis, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Information Technology (IT) · Infrastructure Engineering,https://wuzzuf.net/jobs/p/haurf7dxpfy4-senior-infrastructure-engineer-nile-air-cairo-egypt
Export Sales Manager,PharaoPlanta -,"New Cairo, Cairo, Egypt",Full Time,On-site,Manager · 5 - 10 Yrs of Exp · Logistics/Supply Chain · Sales/Retail · Sales · Sales Target · Export · Microsoft Excel · English,https://wuzzuf.net/jobs/p/21alj9e6mcnj-export-sales-manager-pharaoplanta-cairo-egypt
Branch Manager,OTIC -,"Cairo, Egypt",Full Time,On-site,Manager · 5 - 10 Yrs of Exp · Operations/Management · Sales/Retail · Branch Management · Communication · Sales · Administration · Microsoft Office · Customer Service · Insurance Operations · Team Leadership,https://wuzzuf.net/jobs/p/abieuhour8rj-branch-manager-otic-cairo-egypt
Electrical Maintenance Engineer,Confidential -,"Dakahlia, Egypt",Full Time,On-site,Entry Level · 0 - 5 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical · Electrical Engineering · Electrical Maintenance · Maintenance,https://wuzzuf.net/jobs/p/rm1yhqssfop3-electrical-maintenance-engineer-dakahlia-egypt
Soft Services Manager,Horizon Operation and Management  -,"New Capital, Cairo, Egypt",Full Time,On-site,Manager · 15+ Yrs of Exp · Operations/Management · Soft Services Management · Team Leadership · Facilities Operations · Health and Safety Compliance · Budgeting and Cost Control,https://wuzzuf.net/jobs/p/61fguuavkerd-soft-services-manager-horizon-operation-and-management-cairo-egypt
Procurement Specialist,Bedaya -,"6th of October, Giza, Egypt",Full Time,On-site,Experienced · 2 - 5 Yrs of Exp · females_only · Logistics/Supply Chain · Manufacturing/Production · Purchasing/Procurement · Engineering · Procurement · Purchasing · Supply Chain · Management · ERP System · ERP,https://wuzzuf.net/jobs/p/ejpsdongdj8x-procurement-specialist-bedaya-giza-egypt
Food Safety Engineer,Beyti - an Almarai Subsidiary  -,"Noubaria, Beheira, Egypt",Full Time,On-site,Entry Level · 0 - 2 Yrs of Exp · Quality · Quality Control · Food Safety Management,https://wuzzuf.net/jobs/p/zpkmbyd3tstn-food-safety-engineer-beyti-an-almarai-subsidiary-beheira-egypt
Psychologist,Project HOPE Egypt -,"Cairo, Egypt",Full Time,On-site,Experienced · 3 - 5 Yrs of Exp · Medical/Healthcare · Psychology · Clinical Psychology · Medical · Social Work · Physical Medicine · Medical Insurance,https://wuzzuf.net/jobs/p/sdm4xmt0bvmr-psychologist-project-hope-egypt-cairo-egypt
Marketing & Sales Intern,Family Corporation -,"Heliopolis, Cairo, Egypt",Internship,On-site,Student · Business Development · Marketing/PR/Advertising · Sales/Retail · Communication · CRM · Digital Marketing · Management · Market Research · Research · Marketing,https://wuzzuf.net/internship/6l7gvvkunyht-marketing-sales-intern-family-corporation-cairo-egypt
Supply Chain Planner,Zumra Food -,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 5 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Logistics · Procurement · Purchasing · Supply Chain · Supply,https://wuzzuf.net/jobs/p/j3lbgv08nl91-supply-chain-planner-zumra-food-cairo-egypt
